,RequestedDateTime,Rig,Material,QtyRequested,ReceivedDateTime,QtyReceived,Vessel,OriginPort,id,Penalty
1358,4/8/2021 8:00,CharlieRig,LiquidBulk,3400,4/22/2021 14:30,3400,150J,HamburgPort,4,60000
1359,4/8/2021 8:00,CharlieRig,Fuel,8300,4/27/2021 19:30,8300,150G,HamburgPort,4,110000
1360,4/8/2021 8:00,CharlieRig,Casing,20,4/27/2021 23:39,20,150G,HamburgPort,4,150000
1361,4/8/2021 8:00,CharlieRig,DryBulk,2000,4/22/2021 15:38,2000,150J,HamburgPort,4,70000
1362,4/8/2021 8:00,DeltaRig,DeckCargo,7,4/14/2021 18:26,7,150H,HamburgPort,5,100000
1363,4/8/2021 8:00,DeltaRig,Fuel,8600,4/26/2021 23:25,8600,150F,HamburgPort,5,150000
1364,4/8/2021 8:00,DeltaRig,Casing,12,4/26/2021 19:43,12,150E,HamburgPort,5,110000
1365,4/8/2021 8:00,DeltaRig,Pipe,18,4/26/2021 22:19,18,150E,HamburgPort,5,140000
1366,4/9/2021 8:00,AlphaRig,Casing,20,4/11/2021 4:03,20,150B,RotterdamPort,7,0
1367,4/9/2021 8:00,AlphaRig,DryBulk,2600,4/12/2021 16:27,2600,150A,RotterdamPort,7,0
1368,4/9/2021 8:00,AlphaRig,Pipe,18,4/12/2021 17:29,18,150A,RotterdamPort,7,0
1369,4/9/2021 8:00,BetaRig,LiquidBulk,3600,4/13/2021 14:49,3600,150D,RotterdamPort,8,0
1370,4/9/2021 8:00,BetaRig,Fuel,2100,4/13/2021 16:01,2100,150D,RotterdamPort,8,0
1371,4/9/2021 8:00,CharlieRig,DeckCargo,7,4/13/2021 1:10,7,150G,HamburgPort,4,0
1372,4/9/2021 8:00,CharlieRig,Fuel,7600,4/27/2021 20:46,7600,150J,HamburgPort,4,120000
1373,4/9/2021 8:00,CharlieRig,Casing,12,4/13/2021 2:19,12,150G,HamburgPort,4,0
1374,4/9/2021 8:00,CharlieRig,DryBulk,2100,4/13/2021 4:55,2100,150G,HamburgPort,4,0
1375,4/9/2021 8:00,CharlieRig,Pipe,18,4/28/2021 0:34,18,150J,HamburgPort,4,160000
1376,4/9/2021 8:00,DeltaRig,DeckCargo,32,4/14/2021 0:39,32,150H,HamburgPort,5,0
1377,4/9/2021 8:00,DeltaRig,LiquidBulk,4100,4/14/2021 5:58,4100,150H,HamburgPort,5,0
1378,4/9/2021 8:00,DeltaRig,DryBulk,2600,4/14/2021 7:20,2600,150H,HamburgPort,5,0
1379,4/10/2021 8:00,AlphaRig,LiquidBulk,1200,4/13/2021 6:22,1200,150A,RotterdamPort,7,0
1380,4/10/2021 8:00,AlphaRig,Casing,20,4/14/2021 12:54,20,150B,RotterdamPort,7,0
1381,4/10/2021 8:00,BetaRig,DeckCargo,7,4/12/2021 18:31,7,150C,RotterdamPort,8,0
1382,4/10/2021 8:00,BetaRig,LiquidBulk,3600,4/12/2021 19:41,3600,150C,RotterdamPort,8,0
1383,4/10/2021 8:00,BetaRig,Fuel,2700,4/12/2021 20:53,2700,150C,RotterdamPort,8,0
1384,4/10/2021 8:00,BetaRig,Casing,12,4/13/2021 1:22,12,150D,RotterdamPort,8,0
1385,4/10/2021 8:00,BetaRig,DryBulk,2500,4/12/2021 22:14,2500,150C,RotterdamPort,8,0
1386,4/10/2021 8:00,BetaRig,Pipe,12,4/13/2021 3:58,12,150D,RotterdamPort,8,0
1387,4/10/2021 8:00,CharlieRig,DeckCargo,5,4/28/2021 3:59,5,150G,HamburgPort,4,190000
1388,4/10/2021 8:00,CharlieRig,Casing,20,4/28/2021 4:49,20,150G,HamburgPort,4,200000
1389,4/10/2021 8:00,CharlieRig,Pipe,18,4/28/2021 5:04,18,150J,HamburgPort,4,210000
1390,4/10/2021 8:00,DeltaRig,DeckCargo,32,4/20/2021 18:41,32,150G,HamburgPort,5,100000
1391,4/10/2021 8:00,DeltaRig,LiquidBulk,3000,4/27/2021 2:49,3000,150E,HamburgPort,5,180000
1392,4/10/2021 8:00,DeltaRig,Fuel,7400,5/1/2021 10:21,7400,150H,HamburgPort,5,20000
1393,4/10/2021 8:00,DeltaRig,Casing,9,4/27/2021 3:49,9,150E,HamburgPort,5,190000
1394,4/10/2021 8:00,DeltaRig,DryBulk,2500,5/1/2021 20:07,2500,150H,HamburgPort,5,120000
1395,4/11/2021 8:00,AlphaRig,Fuel,8100,4/12/2021 21:59,8100,150A,RotterdamPort,7,0
1396,4/11/2021 8:00,AlphaRig,Casing,20,4/13/2021 2:02,20,150A,RotterdamPort,7,0
1397,4/11/2021 8:00,AlphaRig,Pipe,18,4/14/2021 18:24,18,150B,RotterdamPort,7,0
1398,4/11/2021 8:00,BetaRig,Fuel,2900,4/16/2021 19:17,2900,150A,RotterdamPort,8,110000
1399,4/11/2021 8:00,BetaRig,Casing,12,4/17/2021 1:45,12,150A,RotterdamPort,8,170000
1400,4/11/2021 8:00,CharlieRig,DeckCargo,5,4/28/2021 9:34,5,150J,HamburgPort,4,10000
1401,4/11/2021 8:00,CharlieRig,Fuel,7200,4/28/2021 10:24,7200,150J,HamburgPort,4,20000
1402,4/11/2021 8:00,CharlieRig,Casing,9,5/2/2021 5:17,9,150I,HamburgPort,4,210000
1403,4/11/2021 8:00,CharlieRig,DryBulk,2500,5/2/2021 7:14,2500,150I,HamburgPort,4,230000
1404,4/11/2021 8:00,DeltaRig,Casing,9,5/1/2021 21:07,9,150H,HamburgPort,5,130000
1405,4/11/2021 8:00,DeltaRig,DryBulk,1900,4/27/2021 5:46,1900,150E,HamburgPort,5,210000
1406,4/12/2021 8:00,AlphaRig,DeckCargo,7,4/14/2021 17:14,7,150B,RotterdamPort,7,0
1407,4/12/2021 8:00,BetaRig,DeckCargo,7,4/17/2021 4:21,7,150A,RotterdamPort,8,0
1408,4/12/2021 8:00,BetaRig,Fuel,2100,4/17/2021 5:31,2100,150A,RotterdamPort,8,0
1409,4/12/2021 8:00,BetaRig,Casing,20,4/17/2021 6:34,20,150A,RotterdamPort,8,0
1410,4/12/2021 8:00,BetaRig,DryBulk,2700,4/18/2021 4:17,2700,150C,RotterdamPort,8,200000
1411,4/12/2021 8:00,BetaRig,Pipe,5,4/18/2021 5:22,5,150C,RotterdamPort,8,210000
1412,4/12/2021 8:00,CharlieRig,DeckCargo,7,4/28/2021 12:59,7,150G,HamburgPort,4,40000
1413,4/12/2021 8:00,CharlieRig,LiquidBulk,3900,5/2/2021 8:14,3900,150I,HamburgPort,4,0
1414,4/12/2021 8:00,CharlieRig,Fuel,1200,5/2/2021 9:32,1200,150I,HamburgPort,4,10000
1415,4/12/2021 8:00,CharlieRig,Pipe,18,5/2/2021 10:08,18,150I,HamburgPort,4,20000
1416,4/12/2021 8:00,DeltaRig,Fuel,1900,5/1/2021 23:04,1900,150H,HamburgPort,5,150000
1417,4/12/2021 8:00,DeltaRig,Casing,12,5/5/2021 4:35,12,150J,HamburgPort,5,200000
1418,4/12/2021 8:00,DeltaRig,DryBulk,2600,5/5/2021 0:25,2600,150G,HamburgPort,5,160000
1419,4/13/2021 8:00,AlphaRig,LiquidBulk,2300,4/14/2021 22:54,2300,150B,RotterdamPort,7,0
1420,4/13/2021 8:00,AlphaRig,Fuel,1600,4/14/2021 23:40,1600,150B,RotterdamPort,7,0
1421,4/13/2021 8:00,AlphaRig,Casing,20,4/15/2021 0:28,20,150B,RotterdamPort,7,0
1422,4/13/2021 8:00,AlphaRig,DryBulk,2300,4/15/2021 4:48,2300,150B,RotterdamPort,7,0
1423,4/13/2021 8:00,AlphaRig,Pipe,5,4/15/2021 5:43,5,150B,RotterdamPort,7,0
1424,4/13/2021 8:00,BetaRig,DeckCargo,5,4/17/2021 10:54,5,150A,RotterdamPort,8,0
1425,4/13/2021 8:00,BetaRig,Casing,12,4/18/2021 6:37,12,150C,RotterdamPort,8,0
1426,4/13/2021 8:00,BetaRig,DryBulk,1900,4/18/2021 9:13,1900,150C,RotterdamPort,8,10000
1427,4/13/2021 8:00,BetaRig,Pipe,18,4/18/2021 9:58,18,150C,RotterdamPort,8,10000
1428,4/13/2021 8:00,CharlieRig,DeckCargo,32,5/4/2021 4:06,32,150F,HamburgPort,4,200000
1429,4/13/2021 8:00,CharlieRig,LiquidBulk,2500,5/3/2021 17:33,2500,150E,HamburgPort,4,90000
1430,4/13/2021 8:00,CharlieRig,Fuel,2400,5/4/2021 9:26,2400,150F,HamburgPort,4,10000
1431,4/13/2021 8:00,CharlieRig,Casing,12,5/3/2021 18:23,12,150E,HamburgPort,4,100000
1432,4/13/2021 8:00,CharlieRig,DryBulk,2600,5/3/2021 20:59,2600,150E,HamburgPort,4,120000
1433,4/13/2021 8:00,DeltaRig,DeckCargo,7,4/18/2021 0:41,7,150E,HamburgPort,5,0
1434,4/13/2021 8:00,DeltaRig,LiquidBulk,3500,4/18/2021 1:51,3500,150E,HamburgPort,5,0
1435,4/13/2021 8:00,DeltaRig,Casing,9,4/18/2021 3:01,9,150E,HamburgPort,5,0
1436,4/13/2021 8:00,DeltaRig,DryBulk,2400,4/18/2021 4:58,2400,150E,HamburgPort,5,0
1437,4/13/2021 8:00,DeltaRig,Pipe,18,4/18/2021 5:56,18,150E,HamburgPort,5,0
1438,4/14/2021 8:00,AlphaRig,LiquidBulk,2400,4/17/2021 4:36,2400,150D,RotterdamPort,7,0
1439,4/14/2021 8:00,AlphaRig,Fuel,7500,4/17/2021 5:24,7500,150D,RotterdamPort,7,0
1440,4/14/2021 8:00,AlphaRig,Casing,20,4/17/2021 9:09,20,150D,RotterdamPort,7,0
1441,4/14/2021 8:00,AlphaRig,Pipe,18,4/17/2021 13:29,18,150D,RotterdamPort,7,0
1442,4/14/2021 8:00,BetaRig,DeckCargo,7,4/16/2021 20:44,7,150A,RotterdamPort,8,0
1443,4/14/2021 8:00,BetaRig,Fuel,1300,4/16/2021 21:54,1300,150A,RotterdamPort,8,0
1444,4/14/2021 8:00,BetaRig,Casing,9,4/16/2021 22:33,9,150A,RotterdamPort,8,0
1445,4/14/2021 8:00,BetaRig,DryBulk,3100,4/17/2021 0:30,3100,150A,RotterdamPort,8,0
1446,4/14/2021 8:00,CharlieRig,DeckCargo,7,4/17/2021 1:58,7,150J,HamburgPort,4,0
1447,4/14/2021 8:00,CharlieRig,Fuel,7000,4/17/2021 3:07,7000,150J,HamburgPort,4,0
1448,4/14/2021 8:00,CharlieRig,DryBulk,3000,4/17/2021 6:37,3000,150J,HamburgPort,4,0
1449,4/14/2021 8:00,DeltaRig,DeckCargo,7,4/23/2021 7:47,7,150H,HamburgPort,5,230000
1450,4/14/2021 8:00,DeltaRig,LiquidBulk,1900,5/2/2021 0:01,1900,150H,HamburgPort,5,160000
1451,4/14/2021 8:00,DeltaRig,Fuel,1400,4/25/2021 10:59,1400,150I,HamburgPort,5,20000
1452,4/14/2021 8:00,DeltaRig,Casing,20,5/5/2021 7:11,20,150J,HamburgPort,5,230000
1453,4/14/2021 8:00,DeltaRig,DryBulk,3100,5/5/2021 1:28,3100,150G,HamburgPort,5,170000
1454,4/14/2021 8:00,DeltaRig,Pipe,18,5/5/2021 11:31,18,150J,HamburgPort,5,30000
1455,4/15/2021 8:00,AlphaRig,Fuel,7300,4/18/2021 7:28,7300,150B,RotterdamPort,7,0
1456,4/15/2021 8:00,AlphaRig,DryBulk,3100,4/17/2021 17:59,3100,150D,RotterdamPort,7,0
1457,4/15/2021 8:00,AlphaRig,Pipe,12,4/18/2021 18:13,12,150B,RotterdamPort,7,0
1458,4/15/2021 8:00,BetaRig,LiquidBulk,2800,4/18/2021 14:28,2800,150C,RotterdamPort,8,0
1459,4/15/2021 8:00,BetaRig,Fuel,2900,4/18/2021 15:24,2900,150C,RotterdamPort,8,0
1460,4/15/2021 8:00,BetaRig,Casing,20,4/21/2021 9:41,20,150D,RotterdamPort,8,10000
1461,4/15/2021 8:00,BetaRig,DryBulk,1700,4/18/2021 16:51,1700,150C,RotterdamPort,8,0
1462,4/15/2021 8:00,CharlieRig,DeckCargo,7,4/28/2021 14:09,7,150G,HamburgPort,4,60000
1463,4/15/2021 8:00,CharlieRig,Casing,20,5/3/2021 22:01,20,150E,HamburgPort,4,140000
1464,4/15/2021 8:00,CharlieRig,Pipe,50,5/4/2021 10:38,50,150F,HamburgPort,4,20000
1465,4/15/2021 8:00,DeltaRig,DeckCargo,7,4/23/2021 8:57,7,150H,HamburgPort,5,0
1466,4/15/2021 8:00,DeltaRig,DryBulk,2400,5/5/2021 2:42,2400,150G,HamburgPort,5,180000
1467,4/16/2021 8:00,AlphaRig,Casing,12,4/18/2021 11:07,12,150B,RotterdamPort,7,0
1468,4/16/2021 8:00,AlphaRig,Pipe,18,4/18/2021 13:43,18,150B,RotterdamPort,7,0
1469,4/16/2021 8:00,BetaRig,DeckCargo,1,4/18/2021 17:32,1,150C,RotterdamPort,8,0
1470,4/16/2021 8:00,BetaRig,LiquidBulk,1300,4/18/2021 17:42,1300,150C,RotterdamPort,8,0
1471,4/16/2021 8:00,BetaRig,Fuel,7700,4/21/2021 14:01,7700,150D,RotterdamPort,8,60000
1472,4/16/2021 8:00,BetaRig,Casing,20,4/21/2021 17:52,20,150D,RotterdamPort,8,90000
1473,4/16/2021 8:00,CharlieRig,DeckCargo,5,4/19/2021 7:08,5,150F,HamburgPort,4,0
1474,4/16/2021 8:00,CharlieRig,LiquidBulk,1900,4/19/2021 7:58,1900,150F,HamburgPort,4,0
1475,4/16/2021 8:00,CharlieRig,Fuel,2400,4/19/2021 8:36,2400,150F,HamburgPort,4,0
1476,4/16/2021 8:00,CharlieRig,Casing,20,4/19/2021 9:48,20,150F,HamburgPort,4,0
1477,4/16/2021 8:00,CharlieRig,DryBulk,2200,5/4/2021 2:21,2200,150E,HamburgPort,4,180000
1478,4/16/2021 8:00,DeltaRig,LiquidBulk,2400,5/5/2021 16:01,2400,150J,HamburgPort,5,80000
1479,4/16/2021 8:00,DeltaRig,Pipe,12,5/5/2021 3:40,12,150G,HamburgPort,5,190000
1480,4/17/2021 8:00,AlphaRig,LiquidBulk,2700,4/18/2021 21:13,2700,150B,RotterdamPort,7,0
1481,4/17/2021 8:00,AlphaRig,Fuel,3100,4/18/2021 22:07,3100,150B,RotterdamPort,7,0
1482,4/17/2021 8:00,BetaRig,DryBulk,2300,4/21/2021 22:43,2300,150A,RotterdamPort,8,0
1483,4/17/2021 8:00,BetaRig,Pipe,5,4/21/2021 22:12,5,150D,RotterdamPort,8,0
1484,4/17/2021 8:00,CharlieRig,DeckCargo,5,4/28/2021 14:00,5,150J,HamburgPort,4,60000
1485,4/17/2021 8:00,CharlieRig,LiquidBulk,2700,5/4/2021 3:14,2700,150E,HamburgPort,4,190000
1486,4/17/2021 8:00,CharlieRig,Casing,12,5/4/2021 4:08,12,150E,HamburgPort,4,200000
1487,4/17/2021 8:00,DeltaRig,LiquidBulk,2300,5/5/2021 6:40,2300,150G,HamburgPort,5,220000
1488,4/18/2021 8:00,AlphaRig,DryBulk,2700,4/24/2021 6:52,2700,150B,RotterdamPort,7,220000
1489,4/18/2021 8:00,AlphaRig,Pipe,40,4/24/2021 7:57,40,150B,RotterdamPort,7,230000
1490,4/18/2021 8:00,BetaRig,DeckCargo,7,4/22/2021 1:07,7,150D,RotterdamPort,8,0
1491,4/18/2021 8:00,BetaRig,LiquidBulk,1100,4/21/2021 23:38,1100,150A,RotterdamPort,8,0
1492,4/18/2021 8:00,BetaRig,Fuel,2500,4/22/2021 0:00,2500,150A,RotterdamPort,8,0
1493,4/18/2021 8:00,BetaRig,DryBulk,2800,4/22/2021 1:15,2800,150A,RotterdamPort,8,0
1494,4/18/2021 8:00,BetaRig,Pipe,18,4/22/2021 2:22,18,150A,RotterdamPort,8,0
1495,4/18/2021 8:00,CharlieRig,DeckCargo,7,5/2/2021 22:24,7,150I,HamburgPort,4,140000
1496,4/18/2021 8:00,CharlieRig,Pipe,18,5/5/2021 1:03,18,150F,HamburgPort,4,170000
1497,4/18/2021 8:00,DeltaRig,DeckCargo,7,4/27/2021 3:43,7,150F,HamburgPort,5,190000
1498,4/18/2021 8:00,DeltaRig,DryBulk,2900,5/5/2021 7:26,2900,150G,HamburgPort,5,230000
1499,4/19/2021 8:00,AlphaRig,LiquidBulk,3700,4/24/2021 18:39,3700,150B,RotterdamPort,7,100000
1500,4/19/2021 8:00,AlphaRig,Pipe,50,4/26/2021 10:28,50,150C,RotterdamPort,7,20000
1501,4/19/2021 8:00,BetaRig,DeckCargo,5,4/21/2021 23:27,5,150D,RotterdamPort,8,0
1502,4/19/2021 8:00,BetaRig,LiquidBulk,2500,4/22/2021 0:17,2500,150D,RotterdamPort,8,0
1503,4/19/2021 8:00,BetaRig,Fuel,2200,4/22/2021 6:52,2200,150A,RotterdamPort,8,0
1504,4/19/2021 8:00,BetaRig,Casing,20,4/22/2021 7:58,20,150A,RotterdamPort,8,0
1505,4/19/2021 8:00,BetaRig,DryBulk,2600,4/22/2021 12:18,2600,150A,RotterdamPort,8,0
1506,4/19/2021 8:00,CharlieRig,DeckCargo,5,5/2/2021 23:34,5,150I,HamburgPort,4,150000
1507,4/19/2021 8:00,CharlieRig,LiquidBulk,2200,5/8/2021 2:28,2200,150I,HamburgPort,4,180000
1508,4/19/2021 8:00,CharlieRig,DryBulk,2700,5/8/2021 3:12,2700,150I,HamburgPort,4,190000
1509,4/19/2021 8:00,CharlieRig,Pipe,12,5/8/2021 4:16,12,150I,HamburgPort,4,200000
1510,4/19/2021 8:00,DeltaRig,LiquidBulk,2000,5/5/2021 8:35,2000,150G,HamburgPort,5,0
1511,4/19/2021 8:00,DeltaRig,Casing,20,5/10/2021 11:59,20,150H,HamburgPort,5,30000
1512,4/20/2021 8:00,AlphaRig,LiquidBulk,2100,4/24/2021 17:57,2100,150B,RotterdamPort,7,0
1513,4/20/2021 8:00,BetaRig,LiquidBulk,1800,4/26/2021 12:19,1800,150D,RotterdamPort,8,40000
1514,4/20/2021 8:00,BetaRig,Fuel,1900,4/26/2021 12:55,1900,150D,RotterdamPort,8,40000
1515,4/20/2021 8:00,BetaRig,Casing,20,4/26/2021 13:52,20,150D,RotterdamPort,8,50000
1516,4/20/2021 8:00,BetaRig,DryBulk,3000,4/26/2021 18:12,3000,150D,RotterdamPort,8,100000
1517,4/20/2021 8:00,CharlieRig,DeckCargo,5,5/3/2021 0:24,5,150I,HamburgPort,4,160000
1518,4/20/2021 8:00,CharlieRig,LiquidBulk,2400,5/8/2021 7:16,2400,150I,HamburgPort,4,230000
1519,4/20/2021 8:00,CharlieRig,DryBulk,2000,5/8/2021 8:04,2000,150I,HamburgPort,4,0
1520,4/20/2021 8:00,CharlieRig,Pipe,5,5/4/2021 6:44,5,150E,HamburgPort,4,220000
1521,4/20/2021 8:00,DeltaRig,DeckCargo,25,4/24/2021 21:13,25,150I,HamburgPort,5,0
1522,4/20/2021 8:00,DeltaRig,Fuel,2700,4/25/2021 1:23,2700,150I,HamburgPort,5,0
1523,4/20/2021 8:00,DeltaRig,DryBulk,1800,4/25/2021 2:44,1800,150I,HamburgPort,5,0
1524,4/20/2021 8:00,DeltaRig,Pipe,5,4/25/2021 3:27,5,150I,HamburgPort,5,0
1525,4/21/2021 8:00,AlphaRig,DeckCargo,5,4/24/2021 19:53,5,150B,RotterdamPort,7,0
1526,4/21/2021 8:00,BetaRig,DeckCargo,7,4/27/2021 7:16,7,150A,RotterdamPort,8,230000
1527,4/21/2021 8:00,BetaRig,LiquidBulk,3300,4/26/2021 20:33,3300,150D,RotterdamPort,8,120000
1528,4/21/2021 8:00,BetaRig,DryBulk,3100,4/26/2021 23:40,3100,150D,RotterdamPort,8,150000
1529,4/21/2021 8:00,BetaRig,Pipe,18,4/27/2021 8:26,18,150A,RotterdamPort,8,0
1530,4/21/2021 8:00,CharlieRig,LiquidBulk,2500,5/8/2021 8:52,2500,150I,HamburgPort,4,0
1531,4/21/2021 8:00,CharlieRig,Casing,20,5/8/2021 9:42,20,150I,HamburgPort,4,10000
1532,4/21/2021 8:00,CharlieRig,DryBulk,2700,5/9/2021 3:34,2700,150E,HamburgPort,4,190000
1533,4/21/2021 8:00,CharlieRig,Pipe,12,5/9/2021 4:39,12,150E,HamburgPort,4,200000
1534,4/21/2021 8:00,DeltaRig,DeckCargo,1,4/27/2021 4:53,1,150F,HamburgPort,5,200000
1535,4/21/2021 8:00,DeltaRig,Fuel,6900,5/10/2021 16:19,6900,150H,HamburgPort,5,80000
1536,4/21/2021 8:00,DeltaRig,DryBulk,2900,5/5/2021 9:15,2900,150G,HamburgPort,5,10000
1537,4/21/2021 8:00,DeltaRig,Pipe,12,5/10/2021 19:46,12,150H,HamburgPort,5,110000
1538,4/22/2021 8:00,AlphaRig,DeckCargo,5,4/24/2021 20:43,5,150B,RotterdamPort,7,0
1539,4/22/2021 8:00,AlphaRig,LiquidBulk,1500,4/24/2021 21:33,1500,150B,RotterdamPort,7,0
1540,4/22/2021 8:00,AlphaRig,Pipe,5,4/24/2021 22:03,5,150B,RotterdamPort,7,0
1541,4/22/2021 8:00,BetaRig,DeckCargo,7,4/27/2021 0:55,7,150D,RotterdamPort,8,0
1542,4/22/2021 8:00,BetaRig,Fuel,3000,4/27/2021 12:56,3000,150A,RotterdamPort,8,40000
1543,4/22/2021 8:00,BetaRig,DryBulk,2800,4/27/2021 14:26,2800,150A,RotterdamPort,8,60000
1544,4/22/2021 8:00,BetaRig,Pipe,5,4/27/2021 15:33,5,150A,RotterdamPort,8,70000
1545,4/22/2021 8:00,CharlieRig,DeckCargo,7,5/3/2021 1:14,7,150I,HamburgPort,4,170000
1546,4/22/2021 8:00,CharlieRig,LiquidBulk,2500,5/9/2021 14:29,2500,150E,HamburgPort,4,60000
1547,4/22/2021 8:00,CharlieRig,Fuel,2600,5/9/2021 15:19,2600,150E,HamburgPort,4,70000
1548,4/22/2021 8:00,CharlieRig,Casing,12,5/10/2021 7:12,12,150F,HamburgPort,4,230000
1549,4/22/2021 8:00,CharlieRig,DryBulk,2700,5/10/2021 9:48,2700,150F,HamburgPort,4,10000
1550,4/22/2021 8:00,DeltaRig,LiquidBulk,2400,4/26/2021 16:31,2400,150E,HamburgPort,5,0
1551,4/22/2021 8:00,DeltaRig,Fuel,2300,4/26/2021 17:19,2300,150E,HamburgPort,5,0
1552,4/22/2021 8:00,DeltaRig,Pipe,5,4/26/2021 18:28,5,150E,HamburgPort,5,0
1553,4/23/2021 8:00,AlphaRig,Fuel,2200,4/24/2021 23:18,2200,150B,RotterdamPort,7,0
1554,4/23/2021 8:00,AlphaRig,Casing,20,4/26/2021 22:58,20,150C,RotterdamPort,7,0
1555,4/23/2021 8:00,AlphaRig,Pipe,5,4/27/2021 3:18,5,150C,RotterdamPort,7,0
1556,4/23/2021 8:00,BetaRig,LiquidBulk,1500,4/27/2021 16:48,1500,150A,RotterdamPort,8,0
1557,4/23/2021 8:00,BetaRig,Fuel,2000,4/27/2021 17:18,2000,150A,RotterdamPort,8,0
1558,4/23/2021 8:00,BetaRig,Pipe,12,4/27/2021 18:18,12,150A,RotterdamPort,8,0
1559,4/23/2021 8:00,CharlieRig,LiquidBulk,1400,5/5/2021 5:33,1400,150F,HamburgPort,4,210000
1560,4/23/2021 8:00,CharlieRig,Casing,9,5/10/2021 10:53,9,150F,HamburgPort,4,20000
1561,4/23/2021 8:00,CharlieRig,DryBulk,2300,5/10/2021 23:34,2300,150F,HamburgPort,4,150000
1562,4/23/2021 8:00,CharlieRig,Pipe,12,5/12/2021 0:19,12,150G,HamburgPort,4,160000
1563,4/23/2021 8:00,DeltaRig,LiquidBulk,1300,5/5/2021 10:25,1300,150G,HamburgPort,5,20000
1564,4/23/2021 8:00,DeltaRig,Fuel,8300,5/14/2021 0:24,8300,150J,HamburgPort,5,160000
1565,4/23/2021 8:00,DeltaRig,Pipe,18,5/10/2021 22:46,18,150H,HamburgPort,5,140000
1566,4/24/2021 8:00,AlphaRig,LiquidBulk,1600,4/27/2021 4:33,1600,150C,RotterdamPort,7,0
1567,4/24/2021 8:00,AlphaRig,Pipe,50,4/28/2021 8:41,50,150B,RotterdamPort,7,0
1568,4/24/2021 8:00,BetaRig,DeckCargo,7,4/26/2021 19:24,7,150D,RotterdamPort,8,0
1569,4/24/2021 8:00,BetaRig,LiquidBulk,2300,4/26/2021 21:39,2300,150D,RotterdamPort,8,0
1570,4/24/2021 8:00,BetaRig,Pipe,5,4/26/2021 22:25,5,150D,RotterdamPort,8,0
1571,4/24/2021 8:00,CharlieRig,DeckCargo,5,5/8/2021 14:02,5,150I,HamburgPort,4,60000
1572,4/24/2021 8:00,CharlieRig,LiquidBulk,2700,5/12/2021 3:19,2700,150G,HamburgPort,4,190000
1573,4/24/2021 8:00,CharlieRig,Fuel,6800,5/12/2021 4:13,6800,150G,HamburgPort,4,200000
1574,4/24/2021 8:00,CharlieRig,DryBulk,2600,5/12/2021 7:37,2600,150G,HamburgPort,4,230000
1575,4/24/2021 8:00,DeltaRig,Casing,9,5/11/2021 3:16,9,150H,HamburgPort,5,190000
1576,4/24/2021 8:00,DeltaRig,Pipe,5,5/5/2021 20:31,5,150J,HamburgPort,5,120000
1577,4/25/2021 8:00,AlphaRig,DeckCargo,7,4/27/2021 5:05,7,150C,RotterdamPort,7,0
1578,4/25/2021 8:00,AlphaRig,Casing,9,4/27/2021 6:15,9,150C,RotterdamPort,7,0
1579,4/25/2021 8:00,AlphaRig,Pipe,50,5/1/2021 15:42,50,150C,RotterdamPort,7,70000
1580,4/25/2021 8:00,BetaRig,DeckCargo,7,4/27/2021 21:18,7,150A,RotterdamPort,8,0
1581,4/25/2021 8:00,BetaRig,LiquidBulk,3400,4/27/2021 22:28,3400,150A,RotterdamPort,8,0
1582,4/25/2021 8:00,BetaRig,Fuel,2600,5/1/2021 15:33,2600,150D,RotterdamPort,8,70000
1583,4/25/2021 8:00,BetaRig,Pipe,12,5/1/2021 16:51,12,150D,RotterdamPort,8,80000
1584,4/25/2021 8:00,CharlieRig,DeckCargo,5,4/28/2021 9:09,5,150G,HamburgPort,4,0
1585,4/25/2021 8:00,CharlieRig,Pipe,12,4/28/2021 9:59,12,150G,HamburgPort,4,0
1586,4/25/2021 8:00,DeltaRig,DeckCargo,1,5/2/2021 0:39,1,150H,HamburgPort,5,160000
1587,4/25/2021 8:00,DeltaRig,Fuel,2200,5/15/2021 5:21,2200,150I,HamburgPort,5,210000
1588,4/26/2021 8:00,AlphaRig,LiquidBulk,2100,4/28/2021 21:11,2100,150B,RotterdamPort,7,0
1589,4/26/2021 8:00,AlphaRig,Casing,9,4/28/2021 21:53,9,150B,RotterdamPort,7,0
1590,4/26/2021 8:00,AlphaRig,DryBulk,2400,4/28/2021 23:50,2400,150B,RotterdamPort,7,0
1591,4/26/2021 8:00,BetaRig,LiquidBulk,1300,5/1/2021 19:51,1300,150D,RotterdamPort,8,110000
1592,4/26/2021 8:00,BetaRig,Fuel,6900,5/1/2021 20:17,6900,150D,RotterdamPort,8,120000
1593,4/26/2021 8:00,BetaRig,Casing,9,5/1/2021 23:44,9,150D,RotterdamPort,8,150000
1594,4/26/2021 8:00,BetaRig,DryBulk,2300,5/2/2021 1:41,2300,150D,RotterdamPort,8,170000
1595,4/26/2021 8:00,BetaRig,Pipe,18,5/2/2021 2:37,18,150D,RotterdamPort,8,180000
1596,4/26/2021 8:00,CharlieRig,DeckCargo,5,5/8/2021 15:48,5,150I,HamburgPort,4,70000
1597,4/26/2021 8:00,CharlieRig,LiquidBulk,2600,5/12/2021 10:46,2600,150G,HamburgPort,4,20000
1598,4/26/2021 8:00,CharlieRig,Casing,12,5/12/2021 11:38,12,150G,HamburgPort,4,30000
1599,4/26/2021 8:00,CharlieRig,DryBulk,2300,5/14/2021 22:21,2300,150E,HamburgPort,4,140000
